credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
632,Female,38,6,86569.76,2,yes,no,98090.91,no
735,Male,34,5,0,2,no,no,71095.41,no
734,Male,34,6,133598.4,1,yes,yes,13107.24,no
605,Female,51,3,136188.78,1,yes,yes,67110.59,yes
793,Male,38,9,0,2,yes,no,88225.02,no
468,Female,56,10,0,3,no,yes,62256.87,yes
779,Male,37,7,120092.52,2,yes,no,135925.72,no
698,Male,48,4,101238.24,2,no,yes,177815.87,yes
707,Male,58,6,89685.92,1,no,yes,126471.13,no
850,Female,35,1,211774.31,1,yes,no,188574.12,yes
850,Male,56,7,131317.48,1,yes,yes,119175.45,no
527,Male,37,5,93722.73,2,yes,yes,139093.73,no
696,Male,32,8,101160.99,1,yes,yes,115916.55,no
661,Male,48,3,120320.54,1,no,no,96463.25,no
776,Female,31,2,0,2,yes,yes,112349.51,no
701,Male,43,2,0,2,yes,yes,165303.79,no
610,Male,26,8,0,2,yes,no,166031.08,no
572,Female,48,3,152827.99,1,yes,no,38411.79,yes
673,Male,30,1,64097.75,1,yes,yes,77783.35,no
519,Female,57,2,119035.35,2,yes,yes,29871.79,no
702,Female,26,4,135219.57,1,no,yes,59747.63,no
729,Male,32,6,93694.42,1,yes,yes,79919.13,no
543,Male,35,10,59408.63,1,yes,no,76773.53,no
550,Female,40,7,114354.95,1,yes,no,54018.93,no
608,Male,59,1,0,1,yes,no,70649.64,yes
639,Male,35,10,128173.9,2,yes,no,59093.39,no
686,Male,34,9,0,2,yes,no,127569.8,no
564,Female,62,5,114931.35,3,no,yes,18260.98,yes
745,Female,28,1,111071.36,1,yes,no,73275.96,yes
833,Male,37,8,151226.18,2,yes,yes,136129.49,no
622,Male,26,9,0,2,yes,yes,153237.59,no
597,Female,42,4,64740.12,1,yes,yes,106841.12,no
721,Male,51,0,169312.13,1,yes,no,109078.35,yes
504,Female,49,7,0,3,no,yes,87822.14,yes
842,Female,44,2,112652.08,2,yes,no,126644.98,no
587,Male,38,0,0,2,yes,no,47414.15,no
479,Female,30,7,143964.36,2,yes,no,41879.99,no
508,Male,49,7,122451.46,2,yes,yes,75808.1,no
749,Male,24,1,0,3,yes,yes,47911.03,no
721,Female,36,3,65253.07,2,yes,no,28737.78,no
674,Male,47,6,106901.94,1,yes,yes,2079.2,yes
685,Female,25,10,128509.63,1,yes,no,121562.33,no
417,Male,34,7,0,2,yes,no,55003.79,no
574,Male,33,3,129834.67,1,yes,no,193131.42,no
590,Female,51,3,154962.99,3,no,yes,191932.27,yes
587,Male,40,5,138241.9,2,yes,no,159418.1,no
598,Male,41,3,91536.93,1,yes,no,191468.78,yes
741,Male,53,3,0,2,yes,yes,38913.68,no
850,Female,70,5,0,1,yes,yes,705.18,no
584,Female,29,7,105204.01,1,no,yes,138490.03,no
650,Male,61,1,152968.73,1,no,yes,82970.69,no
607,Male,36,8,158261.68,1,yes,yes,76744.72,no
509,Female,46,1,0,1,yes,no,71244.59,yes
689,Female,38,6,121021.05,1,yes,yes,12182.15,no
543,Male,36,4,0,2,yes,yes,141210.5,no
438,Female,54,2,0,1,no,no,191763.07,yes
687,Female,63,1,137715.66,1,yes,yes,37938.74,no
737,Male,31,5,121192.22,2,yes,yes,74890.58,no
761,Male,31,7,0,3,yes,yes,166698.18,no
601,Male,44,1,100486.18,2,yes,yes,62678.53,no
651,Male,45,1,0,1,yes,no,67740.08,yes
745,Male,35,9,92566.53,2,yes,no,161519.77,no
648,Female,49,10,0,2,yes,yes,159835.78,yes
848,Male,40,3,110929.96,1,yes,yes,30876.84,no
546,Female,27,8,0,2,yes,yes,14858.1,no
439,Female,32,3,138901.61,1,yes,no,75685.97,no
755,Male,30,4,123217.66,2,no,yes,144183.1,no
593,Female,41,6,0,1,yes,no,65170.66,no
701,Male,39,2,0,2,yes,yes,82526.92,no
701,Male,36,8,0,2,yes,no,169161.46,no
607,Female,33,2,108431.87,2,no,yes,109291.39,yes
586,Female,57,3,0,2,no,yes,6057.81,no
547,Female,30,9,72392.41,1,yes,no,77077.14,no
647,Female,51,1,119741.77,2,no,no,54954.51,yes
760,Female,51,2,100946.71,1,no,no,179614.8,yes
621,Male,53,9,170491.84,1,yes,no,35588.07,yes
725,Male,44,5,0,1,yes,yes,117356.14,no
526,Male,36,1,0,1,yes,no,160696.72,no
519,Female,47,6,157296.02,2,no,no,147278.43,yes
713,Female,38,7,144606.22,1,yes,yes,56594.36,yes
700,Male,38,8,134811.3,1,yes,no,1299.75,no
666,Female,34,9,115897.12,1,yes,yes,25095.03,no
630,Male,32,4,82034,1,no,no,146326.45,no
779,Female,26,4,174318.13,2,no,yes,38296.21,no
611,Female,41,2,114206.84,1,yes,no,164061.6,no
685,Male,43,9,0,2,yes,no,107811.28,no
646,Male,39,9,111574.41,1,yes,yes,30838.51,no
683,Female,57,5,162448.69,1,no,no,9221.78,yes
484,Female,34,4,148249.54,1,no,yes,33738.27,no
601,Female,43,8,0,3,no,yes,110916.15,yes
762,Female,26,7,123709.46,2,yes,yes,169654.57,no
687,Female,72,9,0,1,no,yes,69829.4,no
566,Male,30,5,0,1,yes,no,54926.51,yes
702,Male,37,10,150525.8,1,yes,yes,94728.49,no
601,Male,29,9,0,1,yes,yes,80393.27,no
699,Male,53,4,0,2,no,yes,111307.98,no
584,Male,28,10,0,2,yes,no,19834.32,no
699,Male,35,5,0,2,yes,yes,78397.24,no
698,Female,51,2,111018.98,1,yes,no,86410.28,no
495,Male,30,10,129755.99,1,no,no,172749.65,no
650,Female,27,6,0,2,yes,no,1002.39,no
605,Female,64,2,129555.7,1,yes,yes,13601.79,no
667,Male,38,1,87202.38,1,yes,yes,77866.91,no
688,Male,26,8,146133.39,1,yes,yes,175296.76,no
727,Female,31,0,0,1,yes,no,121751.04,yes
754,Male,39,6,170184.99,2,yes,no,89593.26,no
612,Female,62,8,140745.33,1,yes,no,193437.89,yes
546,Male,42,7,139070.51,1,yes,yes,86945,no
673,Female,37,8,0,2,yes,yes,183318.79,no
593,Male,35,9,114193.24,1,yes,no,71154.1,no
656,Female,40,10,167878.5,1,no,yes,151887.16,no
535,Female,53,5,141616.55,2,yes,yes,75888.65,no
678,Male,36,3,145747.67,2,no,yes,89566.74,no
477,Female,48,2,129120.64,1,no,yes,26475.79,no
850,Male,35,7,110349.82,1,no,no,126355.8,no
427,Male,29,1,141325.56,1,yes,yes,93839.3,no
752,Male,49,2,78653.84,1,yes,no,7698.6,no
649,Male,47,1,0,2,yes,yes,145593.85,no
799,Female,28,3,142253.65,1,yes,no,45042.56,no
589,Female,61,1,0,1,yes,no,61108.56,yes
583,Female,54,6,115988.86,1,yes,no,57553.98,yes
839,Female,33,10,75592.43,1,yes,no,62674.42,no
540,Male,44,3,164113.04,2,yes,yes,12120.79,no
850,Male,31,6,67996.23,2,no,no,50129.87,yes
696,Female,51,5,0,2,yes,no,55022.43,no
660,Female,33,1,0,2,no,no,117834.91,no
682,Male,48,1,138778.15,1,no,yes,168840.23,no
744,Female,43,10,147832.15,1,no,yes,24234.11,no
785,Female,36,4,135438.4,1,no,no,190627.01,no
752,Male,48,5,116060.08,1,yes,no,156618.38,yes
706,Female,29,5,112564.62,1,yes,no,42334.38,no
583,Female,27,1,125406.58,1,yes,yes,110784.42,no
660,Female,39,5,135134.99,1,yes,no,173683,yes
819,Female,39,9,133102.92,1,yes,no,27046.46,yes
673,Female,34,8,42157.08,1,yes,no,20598.59,yes
752,Female,30,3,0,2,yes,yes,104991.28,no
578,Male,38,7,82259.29,1,yes,no,8996.97,no
438,Female,36,4,0,2,yes,no,64420.5,no
652,Male,38,6,0,2,yes,yes,145700.22,no
629,Female,49,4,0,2,yes,yes,196335.48,no
720,Male,52,7,0,1,yes,yes,14781.12,no
668,Male,42,3,150461.07,1,yes,no,108139.23,no
459,Male,48,4,133994.52,1,yes,yes,19287.06,yes
729,Male,31,8,164870.81,2,yes,yes,9567.39,no
498,Male,25,8,121702.73,1,yes,yes,132210.49,no
549,Male,25,6,193858.2,1,no,yes,21600.11,no
601,Female,54,1,131039.97,2,yes,yes,199661.5,no
544,Male,64,9,113829.45,1,yes,yes,124341.49,no
751,Female,30,6,0,2,yes,no,15766.1,no
632,Female,41,3,81877.38,1,yes,yes,33642.21,no
694,Male,57,8,116326.07,1,yes,yes,117704.65,no
678,Male,31,2,0,2,yes,yes,58803.28,no
695,Male,46,4,0,2,yes,yes,137537.22,no
661,Female,41,1,0,2,no,yes,131300.68,no
661,Male,33,9,0,2,yes,yes,84174.81,no
559,Female,31,3,127070.73,1,no,yes,160941.78,no
503,Male,29,3,0,2,yes,yes,143954.99,no
695,Male,46,3,122549.64,1,yes,yes,56297.85,no
640,Female,42,5,176099.13,1,yes,yes,8404.73,no
624,Female,48,3,122388.38,2,no,no,30020.09,no
667,Male,42,9,0,2,no,yes,58137.42,no
642,Male,26,0,0,1,no,no,47472.68,no
640,Female,32,6,118879.35,2,yes,yes,19131.71,no
529,Male,35,5,0,2,yes,yes,187288.5,no
563,Female,39,5,0,2,yes,yes,17603.81,no
593,Female,38,4,88736.44,2,yes,no,67020.03,no
739,Male,45,7,102703.62,1,no,yes,147802.94,yes
788,Female,70,1,0,2,yes,yes,41610.62,no
684,Female,38,3,0,2,yes,no,44255.65,no
482,Male,55,5,97318.25,1,no,yes,78416.14,no
591,Male,58,5,128468.69,1,no,yes,137254.55,no
651,Female,41,4,133432.59,1,no,yes,151303.48,no
749,Female,40,8,141782.57,2,no,no,86333.63,no
583,Male,24,9,135125.28,1,no,no,89801.9,no
661,Male,42,2,178820.91,1,no,no,29358.57,yes
715,Female,31,2,112212.14,2,yes,yes,181600.72,no
769,Female,45,5,126674.81,1,yes,no,124118.71,yes
625,Female,51,7,136294.97,1,yes,no,38867.46,yes
641,Female,36,5,66392.64,1,yes,no,31106.67,no
716,Male,27,1,122552.34,2,yes,no,67611.36,no
767,Male,43,1,76408.85,2,yes,no,77837.63,no
745,Male,36,8,145071.24,1,no,no,6078.46,no
589,Male,34,6,0,2,yes,yes,177896.92,no
796,Female,45,2,109730.22,1,yes,yes,123882.73,no
664,Male,57,6,0,2,yes,yes,15304.08,no
445,Male,62,1,64119.38,1,yes,yes,76569.64,yes
543,Female,57,1,106138.33,2,yes,yes,120657.32,yes
746,Male,36,2,0,2,yes,yes,16436.56,no
742,Male,33,0,181656.51,1,yes,yes,107667.91,no
750,Female,32,5,0,2,yes,no,95611.47,no
669,Male,30,7,95128.86,1,no,no,19799.26,no
594,Female,49,2,126615.94,2,no,yes,123214.74,no
574,Male,36,1,0,2,no,yes,71709.12,no
659,Male,36,2,76190.48,2,yes,yes,149066.14,no
750,Male,40,5,168286.81,3,yes,no,20451.99,yes
626,Male,35,4,88109.81,1,yes,yes,32825.5,no
620,Male,42,4,0,2,yes,no,6232.31,no
580,Female,35,8,0,2,no,yes,10357.03,no
686,Female,34,3,123971.51,2,yes,no,147794.63,no
540,Male,48,0,148116.48,1,no,no,116973.48,no
634,Male,35,6,116269.01,1,yes,no,129964.94,no
632,Male,38,1,120599.21,1,yes,no,92816.86,no
501,Female,41,3,144260.5,1,yes,no,172114.67,no
650,Female,25,3,86605.5,3,yes,no,16649.31,yes
786,Male,34,9,0,2,yes,no,144517.19,no
554,Female,37,4,58629.97,1,no,no,182038.6,no
701,Female,42,5,0,2,no,no,24210.56,no
474,Male,45,10,0,2,no,no,172175.9,no
621,Female,43,5,0,1,yes,yes,47578.45,no
672,Female,56,2,209767.31,2,yes,yes,150694.42,yes
459,Female,42,6,129634.25,2,yes,yes,177683.02,yes
669,Male,23,1,0,2,no,no,66088.83,no
776,Female,38,2,169824.46,1,yes,no,169291.7,no
694,Male,36,3,97530.25,1,yes,yes,117140.41,no
787,Female,42,10,145988.65,2,yes,yes,79510.37,no
580,Male,37,9,0,2,no,yes,77108.66,no
711,Female,25,7,0,3,yes,yes,9679.28,no
673,Female,40,5,137494.28,1,yes,no,81753.92,no
499,Female,57,1,0,1,no,no,131372.38,yes
591,Male,24,6,147360,1,yes,yes,25310.82,no
769,Female,25,10,0,2,no,no,187925.75,no
657,Male,31,3,125167.02,1,no,no,98820.39,no
738,Male,43,9,121152.05,2,yes,no,64166.7,yes
545,Female,60,7,128981.07,1,no,yes,176924.21,yes
497,Male,47,6,0,1,yes,yes,90055.08,no
816,Male,67,6,151858.98,1,yes,yes,72814.31,no
525,Male,36,2,114628.4,1,no,yes,168290.06,no
725,Male,46,6,0,2,yes,no,161767.38,no
692,Female,28,8,95059.02,2,yes,no,44420.18,no
618,Female,24,7,128736.39,1,no,yes,37147.61,no
546,Male,24,8,156325.38,1,yes,yes,125381.02,no
635,Male,29,7,105405.97,1,yes,yes,149853.89,no
611,Female,49,2,88915.37,3,no,no,161435.02,yes
650,Male,60,8,0,2,yes,yes,102925.76,no
606,Male,40,5,0,2,yes,yes,70899.27,no
844,Male,18,2,160980.03,1,no,no,145936.28,no
450,Female,46,5,177619.71,1,yes,no,54227.06,no
727,Male,38,2,62276.99,1,yes,yes,59280.79,no
460,Male,46,4,127559.97,2,yes,yes,126952.5,no
649,Male,41,0,0,2,no,yes,130567.02,no
758,Female,47,9,95523.16,1,yes,no,73294.48,no
490,Female,35,7,107749.03,1,yes,yes,3937.37,no
815,Male,37,2,110777.26,2,yes,no,2383.59,no
838,Female,39,5,166733.92,2,yes,no,14279.44,no
803,Male,31,9,157120.86,2,yes,no,141300.53,no
664,Female,36,2,127160.78,2,yes,no,78140.75,no
736,Female,28,2,0,2,yes,yes,117431.1,no
633,Female,37,9,156091.97,1,yes,no,72008.61,no
664,Male,58,5,98668.18,1,yes,yes,60887.58,no
600,Female,43,5,134022.06,1,yes,no,194764.83,no
693,Female,35,5,124151.09,1,yes,no,88705.14,yes
663,Female,36,6,77253.5,1,no,no,35817.97,yes
742,Female,21,1,114292.48,1,yes,no,31520.4,no
710,Male,43,2,140080.32,3,yes,yes,157908.19,yes
710,Female,27,2,135277.96,1,yes,no,142200.15,no
700,Female,82,2,0,2,no,yes,182055.36,no
720,Male,60,9,115920.62,2,no,no,157552.08,yes
684,Male,41,2,119782.72,2,no,no,120284.67,no
531,Female,63,1,114715.71,1,no,yes,24506.95,yes
742,Female,36,2,129748.54,2,no,no,47271.61,yes
717,Male,31,4,129722.57,1,no,no,41176.6,no
589,Male,32,2,0,2,no,yes,9468.64,no
767,Male,36,3,139180.2,1,no,no,123880.19,no
636,Male,49,6,113599.74,2,yes,no,158887.09,yes
648,Male,33,7,134944,1,yes,yes,117036.38,no
622,Female,58,7,116922.25,1,yes,no,120415.61,yes
692,Male,28,9,118945.09,1,no,no,16064.25,yes
754,Male,28,8,0,2,yes,yes,52615.62,no
679,Female,35,8,119182.73,1,no,no,121210.09,no
639,Male,27,8,0,2,yes,no,192247.35,no
774,Female,28,1,71264.02,2,no,yes,68759.57,no
517,Male,41,2,0,2,no,yes,75937.47,no
571,Female,35,8,0,2,no,no,84569.13,no
747,Male,58,7,116313.57,1,yes,yes,190696.35,yes
792,Male,36,5,92140.15,1,no,yes,67468.67,no
688,Male,26,1,0,2,yes,yes,104435.94,no
714,Male,42,2,177640.09,1,no,yes,47166.55,no
562,Female,35,0,0,2,yes,no,119899.52,no
704,Male,48,8,167997.6,1,yes,yes,173498.45,no
698,Male,36,2,82275.35,2,yes,yes,93249.26,no
611,Male,49,3,0,2,yes,yes,142917.54,no
850,Female,48,6,111962.99,1,yes,no,111755.8,no
743,Female,34,1,131736.88,1,yes,yes,108543.21,no
654,Male,29,1,0,1,yes,no,180345.44,no
761,Male,36,8,108239.11,2,no,no,99444.02,no
702,Female,46,9,98444.19,1,no,yes,109563.28,no
488,Male,32,3,114540.38,1,yes,no,92568.07,no
683,Female,35,6,187530.66,2,yes,yes,37976.36,no
601,Female,42,9,133636.16,1,no,yes,103315.74,no
605,Male,52,7,0,2,yes,yes,173952.5,no
671,Female,44,0,84745.03,2,no,yes,34673.98,no
614,Female,31,7,120599.38,2,yes,yes,46163.44,no
511,Female,29,9,0,2,no,yes,140676.98,no
850,Male,39,4,127771.35,2,no,yes,151738.54,no
790,Female,46,9,0,1,no,no,14679.81,yes
793,Female,33,0,0,1,no,no,175544.02,no
628,Male,69,5,0,2,yes,yes,181964.6,no
598,Male,53,10,167772.96,1,yes,yes,136886.86,no
657,Female,37,6,95845.6,1,yes,no,122218.23,no
618,Female,35,10,0,2,yes,no,180439.75,no
681,Male,65,7,134714.7,2,no,yes,190419.81,no
516,Female,33,3,0,2,yes,yes,58685.59,no
421,Male,28,8,122384.22,3,yes,yes,89017.38,yes
700,Female,26,2,0,2,no,no,50051.42,no
745,Male,25,5,157993.15,2,yes,no,146041.45,no
696,Male,29,8,0,2,yes,no,191166.09,no
580,Female,42,2,123331.36,1,no,no,103516.08,yes
497,Male,27,9,75263.16,1,yes,yes,164825.04,no
720,Female,43,6,137824.03,2,yes,no,172557.77,no
659,Male,36,4,132578.92,2,yes,no,84320.94,no
841,Female,36,5,156021.31,1,no,no,122662.98,no
642,Male,34,8,0,1,yes,no,72085.1,no
732,Female,69,9,137453.43,1,no,yes,110932.24,yes
600,Male,36,4,0,2,yes,no,143635.36,no
464,Male,33,8,164284.72,2,yes,yes,3710.34,no
680,Female,47,5,0,2,yes,yes,179843.33,no
758,Male,56,1,0,2,yes,yes,10643.38,no
630,Female,31,2,112373.49,2,yes,yes,131167.98,no
577,Female,39,10,0,2,yes,no,10553.31,no
684,Female,34,6,0,2,yes,yes,130928.22,no
708,Female,41,5,0,1,no,yes,157003.99,no
732,Female,29,1,154333.82,1,yes,yes,138527.56,no
634,Male,37,3,111432.77,2,yes,yes,167032.49,no
633,Female,30,6,0,2,no,no,41642.29,no
559,Male,34,2,137390.11,2,yes,no,9677,no
694,Female,37,3,0,2,yes,yes,147012.22,no
686,Female,56,5,111642.08,1,yes,yes,80553.87,no
553,Female,48,3,0,1,no,yes,30730.95,yes
507,Male,36,4,83543.37,1,no,no,140134.43,no
732,Male,50,6,145338.76,1,no,no,91936.1,yes
818,Female,31,1,186796.37,1,no,no,178252.63,no
660,Male,35,8,58641.43,1,no,yes,198674.08,no
773,Female,41,5,0,1,yes,no,28266.9,yes
640,Male,44,3,137148.68,1,yes,no,92381.01,no
505,Male,49,7,80001.23,1,no,no,135180.11,no
714,Male,21,6,86402.52,2,no,no,27330.59,no
468,Female,42,5,0,2,yes,no,125305.34,no
611,Male,51,1,122874.74,1,yes,yes,149648.45,no
705,Male,25,0,97544.29,1,no,yes,59887.15,no
646,Male,46,1,170826.55,2,yes,no,45041.32,no
667,Female,48,1,97133.92,2,no,no,113316.77,yes
511,Female,41,8,153895.65,1,yes,yes,39087.42,no
653,Female,43,6,0,2,yes,yes,7330.59,no
675,Female,57,8,0,2,no,yes,95463.29,no
523,Male,32,4,0,2,yes,no,167848.02,no
567,Female,49,5,134956.02,1,yes,no,93953.84,yes
741,Male,39,7,143637.58,2,no,yes,174227.66,no
456,Male,32,9,147506.25,1,yes,yes,135399.21,no
598,Male,64,1,0,2,yes,no,195635.3,yes
667,Male,43,8,190227.46,1,yes,no,97508.04,yes
548,Female,32,2,172448.77,1,yes,no,188083.77,yes
725,Male,41,7,113980.21,1,yes,yes,116704.25,no
717,Male,53,6,0,2,no,yes,97614.87,no
594,Male,38,4,0,2,no,no,186884.04,no
678,Female,25,10,76968.12,2,no,yes,131501.72,no
545,Male,38,1,88293.13,2,yes,yes,24302.95,no
636,Female,48,1,170833.46,1,yes,no,110510.28,yes
603,Male,44,6,108122.39,2,yes,no,108488.33,yes
435,Male,36,4,0,1,yes,yes,197015.2,no
535,Female,40,8,0,1,yes,yes,27689.77,no
629,Female,45,7,129818.39,3,yes,no,9217.55,yes
722,Female,35,2,163943.89,2,yes,yes,15068.18,no
561,Male,28,7,0,2,yes,no,7797.01,no
645,Female,38,5,101430.3,2,no,yes,4400.32,no
501,Female,39,9,117301.66,1,no,no,182025.95,no
502,Female,32,1,173340.83,1,no,yes,122763.95,no
652,Female,42,4,0,2,yes,yes,38152.01,no
574,Female,33,3,134348.57,1,yes,no,63163.99,no
518,Female,45,9,105525.65,2,yes,yes,73418.29,no
749,Female,60,6,0,1,yes,no,17978.68,yes
679,Female,43,4,0,3,yes,no,115136.51,yes
565,Male,36,6,106192.1,1,yes,no,149575.59,no
643,Female,45,4,45144.43,1,yes,no,60917.24,yes
515,Male,65,7,92113.61,1,yes,yes,142548.33,no
521,Male,25,7,0,2,yes,yes,157878.67,no
739,Male,38,0,128366.44,1,yes,no,12796.43,no
585,Male,42,2,0,2,yes,yes,18657.77,no
733,Male,74,3,106545.53,1,yes,yes,134589.58,no
542,Female,43,8,145618.37,1,no,yes,10350.74,no
788,Male,37,8,141541.25,1,no,no,66013.27,no
435,Male,32,2,57017.06,2,yes,yes,5907.11,no
577,Male,42,9,0,1,yes,no,74077.91,no
703,Female,51,3,0,3,yes,yes,77294.56,yes
728,Female,35,8,125884.95,2,yes,no,54359.02,yes
728,Male,32,5,61825.5,1,yes,yes,156124.93,no
718,Male,35,8,0,2,yes,no,94820.85,no
621,Female,40,6,0,1,yes,no,155155.25,no
523,Female,40,2,102967.41,1,yes,no,128702.1,yes
657,Male,25,2,171770.55,1,yes,no,22745.5,no
727,Male,40,1,93051.64,2,yes,no,71865.31,yes
643,Male,36,7,161064.64,2,no,yes,84294.82,no
645,Female,48,7,90612.34,1,yes,yes,149139.13,no
568,Male,28,5,145105.64,2,yes,no,185489.11,no
599,Male,58,4,0,1,no,no,176407.15,yes
672,Female,45,9,0,1,yes,yes,92027.69,yes
685,Male,33,6,174912.72,1,yes,yes,43932.54,no
516,Female,46,1,104947.72,1,yes,no,115789.25,yes
685,Male,31,10,135213.71,1,yes,yes,125777.28,no
806,Male,25,7,0,2,yes,no,18461.9,no
604,Male,36,6,116229.85,2,yes,yes,79633.38,no
648,Female,53,6,111201.41,1,yes,yes,121542.29,no
545,Female,32,4,0,1,yes,no,94739.2,no
756,Male,27,1,131899,1,yes,no,93302.29,no
569,Male,35,10,124525.52,1,yes,yes,193793.78,no
596,Male,47,6,0,1,yes,no,74835.65,no
475,Male,39,6,0,1,yes,yes,56999.9,yes
646,Female,45,3,47134.75,1,yes,yes,57236.44,no
784,Male,35,3,0,2,no,no,81483.64,no
552,Male,45,9,0,2,yes,no,26752.56,no
729,Male,44,5,0,2,no,yes,9200.54,no
609,Male,61,1,0,1,yes,no,22447.85,yes
555,Male,51,5,0,3,yes,no,189122.89,yes
572,Female,19,1,138657.08,1,yes,yes,16161.82,no
785,Female,34,9,70302.48,1,yes,yes,68600.36,no
714,Female,36,1,101609.01,2,yes,yes,447.73,no
738,Male,35,3,0,1,yes,yes,15650.73,no
639,Male,38,5,130170.82,1,yes,yes,149599.62,no
520,Male,61,8,133802.29,2,yes,yes,90304.01,no
764,Female,24,7,106234.02,1,no,no,115676.38,no
661,Male,39,6,132628.98,1,no,no,38812.67,no
564,Male,41,9,103522.75,2,yes,yes,34338.21,no
708,Female,42,8,192390.52,2,yes,no,823.36,no
512,Male,36,1,0,1,no,yes,135482.26,yes
592,Male,37,9,0,3,yes,yes,10656.89,no
619,Female,38,3,0,2,no,yes,116467.35,no
775,Male,52,8,109922.61,1,yes,yes,96823.32,yes
850,Female,44,5,128605.32,1,no,yes,171096.2,no
577,Female,37,4,0,1,yes,yes,79881.39,no
724,Female,37,10,68598.56,1,yes,no,157862.82,no
710,Male,35,1,106518.52,1,yes,yes,127951.81,no
696,Female,31,8,0,2,no,no,191074.11,no
376,Female,46,6,0,1,yes,no,157333.69,yes
675,Female,29,8,121326.42,1,yes,no,133457.52,no
745,Male,36,8,67226.37,1,yes,no,130789.6,no
697,Female,25,5,82931.85,2,yes,yes,128373.88,no
599,Female,39,4,0,1,yes,no,194273.2,yes
715,Female,38,5,118590.41,1,yes,yes,5684.17,yes
659,Male,67,4,145981.87,1,yes,yes,131043.2,no
684,Female,48,3,73309.38,1,no,no,21228.34,yes
635,Female,48,8,130796.33,2,yes,yes,43250.3,no
789,Male,33,8,151607.56,1,yes,no,4389.4,no
571,Female,66,9,111577.01,1,no,yes,189271.9,no
694,Male,39,0,107042.74,1,yes,yes,102284.2,no
665,Female,42,2,156371.61,2,no,yes,156774.94,yes
706,Female,44,4,129605.99,1,no,no,69865.49,no
807,Female,43,0,0,2,no,yes,85523.24,no
771,Female,67,8,0,2,yes,yes,51219.8,no
531,Male,27,8,132576.25,1,no,no,7222.92,no
629,Female,37,6,129101.3,1,yes,yes,23971.33,no
850,Female,31,1,108822.4,1,yes,yes,132173.31,no
685,Male,35,4,137948.51,1,yes,no,113639.64,no
642,Male,32,7,100433.8,1,yes,yes,39768.59,no
529,Male,63,4,96134.11,3,yes,no,108732.96,yes
683,Female,43,4,115888.04,1,yes,yes,117349.19,yes
663,Female,42,5,124626.07,1,yes,yes,78004.5,no
563,Female,34,6,139810.34,1,yes,yes,152417.79,no
637,Female,34,9,0,2,no,no,26057.08,no
544,Male,37,3,84496.71,1,no,no,79972.09,no
649,Male,70,9,116854.71,2,no,yes,107125.79,no
638,Female,48,10,138333.03,1,yes,yes,47679.14,no
723,Male,25,3,0,2,yes,yes,134509.47,no
635,Male,43,5,78992.75,2,no,no,153265.31,no
750,Female,38,7,97257.41,2,no,yes,179883.04,no
730,Male,34,5,122453.37,2,yes,no,138882.98,no
750,Female,36,8,112940.07,1,no,yes,9855.81,no
586,Female,43,8,132558.26,1,yes,no,67046.83,yes
520,Female,38,4,0,2,yes,no,56388.63,no
652,Female,48,8,133297.24,1,yes,no,77764.37,no
550,Female,46,7,0,2,yes,no,130590.35,no
594,Male,27,0,197041.8,1,no,no,151912.49,no
749,Female,44,0,71497.79,2,no,no,151083.8,no
668,Male,32,7,0,2,yes,yes,777.37,no
614,Female,35,6,128100.28,1,no,no,69454.24,yes
773,Male,25,1,124532.78,2,no,yes,11723.57,no
551,Male,31,9,82293.82,2,yes,yes,91565.25,no
566,Male,36,1,142120.91,1,yes,no,79616.37,no
569,Male,34,0,151839.26,1,yes,no,102299.81,yes
659,Male,31,7,149620.88,2,yes,yes,104533.51,no
722,Female,49,3,168197.66,1,yes,no,140765.57,yes
655,Male,37,5,93147,2,yes,no,66214.13,no
615,Female,35,2,97440.02,2,yes,yes,139816.1,no
752,Female,42,3,65046.08,2,no,yes,140139.28,no
661,Female,28,7,95357.49,1,no,no,102297.15,no
838,Male,43,9,123105.88,2,yes,no,145765.83,no
610,Male,29,9,0,3,no,yes,83912.24,no
811,Male,44,3,0,2,no,yes,78439.73,no
587,Male,62,7,121286.27,1,no,yes,6776.92,no
811,Female,28,4,167738.82,2,yes,yes,9903.42,no
759,Female,38,1,104091.29,1,no,no,91561.91,no
648,Female,42,8,121980.56,2,yes,no,4027.02,no
788,Female,43,10,0,2,yes,yes,116111.51,no
725,Male,39,1,50880.98,2,yes,yes,184023.54,no
646,Female,42,3,175159.9,2,no,no,67124.48,yes
601,Female,26,7,105514.69,2,yes,no,50070.59,no
521,Male,52,5,116497.31,3,no,no,53793.1,yes
